PARTICIPANT_A,PARTICIPANT_B,MI,H_A,H_B,SU
29,39,0.83338483650449,2.481840791363644,2.1875434516802765,0.356957060343021
3,48,0.8445726391925881,2.461362337740018,2.2838051086474382,0.3559716906662882
25,42,0.7939524309802234,2.3712774683225484,2.141626518415311,0.351858773558411
16,19,0.7835897020489191,2.036971211117537,2.4764967586979685,0.34722289259137
13,35,0.831831774857261,2.529228244936668,2.2845224783811124,0.3456065021513776
3,20,0.777006322538559,2.461362337740018,2.104643028413398,0.3403440251289673
3,8,0.8153111492051216,2.461362337740018,2.3698083836434574,0.3375211501412831
10,14,0.7108482807241461,2.056303780296952,2.235957491180731,0.3312232111534183
3,35,0.7830612927094549,2.461362337740018,2.2845224783811124,0.3299959114260428
35,49,0.7201051350823309,2.2845224783811124,2.086644478894506,0.3294795838826275
30,44,0.7479144296476146,2.4643916873478773,2.085179350798285,0.3287845923831848
13,33,0.754888056724918,2.529228244936668,2.1012344978062085,0.3260529664807351
13,26,0.7826175804248466,2.529228244936668,2.3125612494878265,0.3232761694105291
14,21,0.7105000156187231,2.235957491180731,2.171220280175014,0.3224285710626816
25,45,0.7013973857412238,2.3712774683225484,2.011323352512478,0.3200827154536903
2,8,0.7061637236698066,2.048392602711086,2.3698083836434574,0.3196612041193998
8,48,0.7436960082320551,2.3698083836434574,2.2838051086474382,0.3196208750314354
18,22,0.6954200096931988,2.3157504975660665,2.0394108377334605,0.3193544193445459
13,28,0.7421245798956819,2.529228244936668,2.1280463004554995,0.3186947957061831
26,35,0.7269205739419569,2.3125612494878265,2.2845224783811124,0.316252919012608
8,26,0.7401859951028193,2.3698083836434574,2.3125612494878265,0.3161587200914029
30,40,0.7208655288954338,2.4643916873478773,2.1273782514044446,0.313981553305481
3,4,0.7237549114559411,2.461362337740018,2.165514096302948,0.3128481695040746
32,39,0.6847383998757246,2.208747525529466,2.1875434516802765,0.3115073153371287
13,49,0.7162601716940972,2.529228244936668,2.086644478894506,0.3103465864628959
3,26,0.7389685900006462,2.461362337740018,2.3125612494878265,0.3095854286305222
3,37,0.707658297596695,2.461362337740018,2.183247116447496,0.3047224118956569
35,37,0.680624071615293,2.2845224783811124,2.183247116447496,0.3046818136741462
3,23,0.6823235042262209,2.461362337740018,2.030619115184075,0.3037962250632431
8,28,0.6788740585371126,2.3698083836434574,2.1280463004554995,0.301865714309136
26,41,0.6730231583347234,2.3125612494878265,2.1562569139335697,0.3012085673315678
3,28,0.6891038713680211,2.461362337740018,2.1280463004554995,0.3003018147623332
30,47,0.6822834338661259,2.4643916873478773,2.0830014696609163,0.3000767298136683
29,43,0.6786235487457611,2.481840791363644,2.050556252305743,0.2994545897931103
3,41,0.6875750462686244,2.461362337740018,2.1562569139335697,0.2978049981143087
44,47,0.6192130343286205,2.085179350798285,2.0830014696609163,0.2971142860642033
35,41,0.6590263814925393,2.2845224783811124,2.1562569139335697,0.2968066293196487
13,37,0.6905120424244146,2.529228244936668,2.183247116447496,0.2930570409270405
8,35,0.6800601206798128,2.3698083836434574,2.2845224783811124,0.2922268058889118
31,42,0.6497681231519463,2.342998725264747,2.141626518415311,0.2897758844254064
20,41,0.6170351117069077,2.104643028413398,2.1562569139335697,0.2896266610602621
34,40,0.6321383339371,2.2557473267031547,2.1273782514044446,0.2884418083271179
32,46,0.6143808997259047,2.208747525529466,2.057547442033673,0.2880161378418859
13,38,0.6623941374282936,2.529228244936668,2.0780552965655783,0.287542162951974
4,13,0.6668543261518014,2.165514096302948,2.529228244936668,0.284085590936061
8,38,0.6299964633604629,2.3698083836434574,2.0780552965655783,0.2832804728992301
4,8,0.6418136745907254,2.165514096302948,2.3698083836434574,0.2830289036462561
25,36,0.6076817172804737,2.3712774683225484,1.924403645523544,0.2829268286799773
34,47,0.612718580654291,2.2557473267031547,2.0830014696609163,0.2824402192483498
8,37,0.6306595018017533,2.3698083836434574,2.183247116447496,0.2770269335786287
3,27,0.6098637160606715,2.461362337740018,1.9618283284220008,0.2757573715852712
27,41,0.567393945237292,1.9618283284220008,2.1562569139335697,0.2755620206213794
9,12,0.5646212387528919,2.06704802530934,2.061188127889987,0.2735411530734831
10,21,0.5781176883270838,2.056303780296952,2.171220280175014,0.2735017849963659
26,49,0.6015762225939218,2.3125612494878265,2.086644478894506,0.2734931075001724
2,48,0.5914523063935986,2.048392602711086,2.2838051086474382,0.2730495447347098
7,8,0.595218991104288,2.006200382924986,2.3698083836434574,0.2720373851403611
7,35,0.5790877729444102,2.006200382924986,2.2845224783811124,0.2699255075020788
3,38,0.6123407566271227,2.461362337740018,2.0780552965655783,0.2697882442009738
33,35,0.590654185791067,2.1012344978062085,2.2845224783811124,0.2693510785016372
37,41,0.5841555701166719,2.183247116447496,2.1562569139335697,0.2692268821630177
4,48,0.5964169753705116,2.165514096302948,2.2838051086474382,0.2680935882086986
9,16,0.5499980195119819,2.06704802530934,2.036971211117537,0.2680289676180135
13,27,0.6003645237625167,2.529228244936668,1.9618283284220008,0.2673600360876905
26,37,0.5961958137982457,2.3125612494878265,2.183247116447496,0.2652229656030773
28,41,0.567614695243067,2.1280463004554995,2.1562569139335697,0.2649741004962961
15,22,0.586938348996235,2.407995436930741,2.0394108377334605,0.2639463600795281
8,27,0.5662733602466714,2.3698083836434574,1.9618283284220008,0.2614593041329427
4,33,0.5517345447113642,2.165514096302948,2.1012344978062085,0.2586206018667755
3,33,0.5856203281559804,2.461362337740018,2.1012344978062085,0.2567048324732688
39,43,0.5398969062261118,2.1875434516802765,2.050556252305743,0.2547825412027601
35,38,0.5510853255470811,2.2845224783811124,2.0780552965655783,0.2526420634661649
23,26,0.5483676146430193,2.030619115184075,2.3125612494878265,0.2525189232772951
2,3,0.5689557318034784,2.048392602711086,2.461362337740018,0.2523222389314868
12,16,0.5163631936307436,2.061188127889987,2.036971211117537,0.2519976169378491
35,48,0.574090155291198,2.2845224783811124,2.2838051086474382,0.2513349335635593
31,45,0.5466776804344224,2.342998725264747,2.011323352512478,0.2510965751589455
8,23,0.5521765257089236,2.3698083836434574,2.030619115184075,0.250964946408524
28,48,0.5523953614207683,2.1280463004554995,2.2838051086474382,0.2504143091859419
2,26,0.5458329565066344,2.048392602711086,2.3125612494878265,0.250327325170575
20,35,0.5483836901383327,2.104643028413398,2.2845224783811124,0.2498806159345891
26,28,0.5528443900623793,2.3125612494878265,2.1280463004554995,0.2489949331682936
0,26,0.5339881225298978,1.9839734691013295,2.3125612494878265,0.2485668835490021
0,35,0.5288449315309842,1.9839734691013295,2.2845224783811124,0.2477898248177542
38,41,0.5237084184347376,2.0780552965655783,2.1562569139335697,0.2473641018421747
36,45,0.484782072241624,1.924403645523544,2.011323352512478,0.2463494406413536
48,49,0.5366427830109137,2.2838051086474382,2.086644478894506,0.2455778391955943
27,35,0.5211143365112271,1.9618283284220008,2.2845224783811124,0.2454410199347381
0,48,0.5220428347157179,1.9839734691013295,2.2838051086474382,0.2446438235748832
7,26,0.5266546484294192,2.006200382924986,2.3125612494878265,0.2438915102314582
39,46,0.5173277080299066,2.1875434516802765,2.057547442033673,0.243729861613072
3,24,0.5255230854127484,2.461362337740018,1.8545442206684264,0.2435284815835044
26,27,0.520183403656751,2.3125612494878265,1.9618283284220008,0.2433954108184589
20,49,0.5095028472377222,2.104643028413398,2.086644478894506,0.2431247421463481
7,49,0.4970557634176692,2.006200382924986,2.086644478894506,0.2428901071010548
0,13,0.5473823842134631,1.9839734691013295,2.529228244936668,0.2425694302609469
4,49,0.5146511200149093,2.165514096302948,2.086644478894506,0.2420658171201956
20,37,0.518097516008922,2.104643028413398,2.183247116447496,0.2416561518628784
28,49,0.5081771827119226,2.1280463004554995,2.086644478894506,0.2411456542443164
20,23,0.4984642950967961,2.104643028413398,2.030619115184075,0.2410799014851121
4,23,0.5049075429517847,2.165514096302948,2.030619115184075,0.2406537245145541
0,3,0.5342760367711886,1.9839734691013295,2.461362337740018,0.2403760075668257
27,37,0.4953980520570485,1.9618283284220008,2.183247116447496,0.2390296913269551
27,48,0.5071437268291035,1.9618283284220008,2.2838051086474382,0.238901325018375
2,23,0.4860393752528662,2.048392602711086,2.030619115184075,0.2383123211539439
20,24,0.4704536475127865,2.104643028413398,1.8545442206684264,0.2376516279303988
4,41,0.5088941314560697,2.165514096302948,2.1562569139335697,0.2355025892166459
32,43,0.5002851719257027,2.208747525529466,2.050556252305743,0.2349140601471598
42,45,0.4874438801469236,2.141626518415311,2.011323352512478,0.2347458530906978
0,38,0.4763024558173275,1.9839734691013295,2.0780552965655783,0.234514565649132
40,47,0.4923508455549046,2.1273782514044446,2.0830014696609163,0.233874794281179
13,23,0.5308170590216104,2.529228244936668,2.030619115184075,0.2328222929846294
7,28,0.4804790951417102,2.006200382924986,2.1280463004554995,0.2324385223906536
33,41,0.4878778335411368,2.1012344978062085,2.1562569139335697,0.2291855867029316
36,42,0.4655601861477596,1.924403645523544,2.141626518415311,0.2289998683614098
41,49,0.4797937357338791,2.1562569139335697,2.086644478894506,0.2261630385966033
37,49,0.4817638170708962,2.183247116447496,2.086644478894506,0.2256562286482632
27,33,0.4577910200088856,1.9618283284220008,2.1012344978062085,0.2253428212104997
4,27,0.4638009440596646,2.165514096302948,1.9618283284220008,0.2247455608632098
41,48,0.4978783845525434,2.1562569139335697,2.2838051086474382,0.224266409802594
0,23,0.4482038428541898,1.9839734691013295,2.030619115184075,0.2232873366072686
20,28,0.4710139981533904,2.104643028413398,2.1280463004554995,0.2225601557576443
24,49,0.4337607030264611,1.8545442206684264,2.086644478894506,0.2201166886906806
24,26,0.4581761478400529,1.8545442206684264,2.3125612494878265,0.2199013925236084
2,37,0.4640206726152056,2.048392602711086,2.183247116447496,0.2193101036056402
0,41,0.4537944665034518,1.9839734691013295,2.1562569139335697,0.2192121812172241
7,38,0.441466218164168,2.006200382924986,2.0780552965655783,0.216179520974178
28,38,0.4503509624336356,2.1280463004554995,2.0780552965655783,0.2141417424403592
7,41,0.4448975123688028,2.006200382924986,2.1562569139335697,0.2137667635435304
23,37,0.4503373805145223,2.030619115184075,2.183247116447496,0.2137407101981762
7,37,0.445256216673799,2.006200382924986,2.183247116447496,0.2125608289591846
7,33,0.4357141534548925,2.006200382924986,2.1012344978062085,0.2121587638547432
0,28,0.4340352645456037,1.9839734691013295,2.1280463004554995,0.2111056312321094
2,41,0.4419919308713576,2.048392602711086,2.1562569139335697,0.2102396069501986
23,27,0.4177863413079699,2.030619115184075,1.9618283284220008,0.209288336144315
23,49,0.4308276775471329,2.030619115184075,2.086644478894506,0.2092786471902096
0,37,0.4329811016883452,1.9839734691013295,2.183247116447496,0.2078033033287684
24,41,0.4134675758658072,1.8545442206684264,2.1562569139335697,0.206177051411868
4,7,0.4298267882516911,2.165514096302948,2.006200382924986,0.2060672130808146
8,24,0.4305711505802803,2.3698083836434574,1.8545442206684264,0.2038518991718577
27,38,0.4114261982930837,1.9618283284220008,2.0780552965655783,0.2036822029963047
24,37,0.407097235396642,1.8545442206684264,2.183247116447496,0.2016435231085614
28,33,0.4257265963452324,2.1280463004554995,2.1012344978062085,0.2013234006690744
0,2,0.4036186047505492,1.9839734691013295,2.048392602711086,0.2001894657193839
2,28,0.4179825025336549,2.048392602711086,2.1280463004554995,0.2001621535594545
40,44,0.4160703824256379,2.1273782514044446,2.085179350798285,0.1975381332272234
24,35,0.4078040019021136,1.8545442206684264,2.2845224783811124,0.1970511864405366
2,7,0.3988118460422277,2.048392602711086,2.006200382924986,0.1967210259846406
7,24,0.3772913804598705,2.006200382924986,1.8545442206684264,0.1954500590941468
0,24,0.3726785240668816,1.9839734691013295,1.8545442206684264,0.1941783543476314
4,38,0.4098735780515359,2.165514096302948,2.0780552965655783,0.193173972241549
4,28,0.4120610146124245,2.165514096302948,2.1280463004554995,0.1919437373809961
27,28,0.3911202290692199,1.9618283284220008,2.1280463004554995,0.1912626985226518
33,38,0.398049947586732,2.1012344978062085,2.0780552965655783,0.1904868851749799
43,46,0.389561654791871,2.050556252305743,2.057547442033673,0.1896552199150429
20,33,0.3962195775217344,2.104643028413398,2.1012344978062085,0.1884123230178177
38,48,0.4103540903205789,2.0780552965655783,2.2838051086474382,0.1881555355738345
0,33,0.375809553570635,1.9839734691013295,2.1012344978062085,0.1839855187862659
0,27,0.3616389677079203,1.9839734691013295,1.9618283284220008,0.1833031592894052
27,49,0.367961586913124,1.9618283284220008,2.086644478894506,0.1817779713121125
7,23,0.3666622508669295,2.006200382924986,2.030619115184075,0.181658977340296
0,4,0.3638865025253289,1.9839734691013295,2.165514096302948,0.1753886458459002
23,38,0.3561427072447876,2.030619115184075,2.0780552965655783,0.1733613674650488
4,24,0.3474853440511259,2.165514096302948,1.8545442206684264,0.1728757727638707
2,24,0.3331501012123898,2.048392602711086,1.8545442206684264,0.1707176499587398
23,24,0.3241861265122633,2.030619115184075,1.8545442206684264,0.1668841685602537
0,7,0.316439573394945,1.9839734691013295,2.006200382924986,0.1586094165968476
24,38,0.3049943361834565,1.8545442206684264,2.0780552965655783,0.1551108038572788
24,27,0.2774675515120892,1.8545442206684264,1.9618283284220008,0.1454090490081841
